Date;B1_N;B1_Q;B2_N;B2_Q;OVK_Q;B1_N_Aver;B2_N_Aver;Month;Year;T;TEC_Q_Aver;TEC_N_Aver;B1_GT11_N;B1_GT12_N;B2_GT21_N;B2_GT22_N;B1_PT10_N;B2_PT20_N
01.01.2017;0;0;3061.79;2170;4119;0;127.574375;1;2017;1.2;262.0416667;127.574375;;;;;;
02.01.2017;0;0;3764.14;2344;4385;0;156.8389583;1;2017;-2.1;280.375;156.8389583;;;;;;
03.01.2017;0;0;3813.46;2581;4767;0;158.8941667;1;2017;-7.8;306.1666667;158.8941667;;;;;;
04.01.2017;0;0;3815.22;2584;5621;0;158.9672917;1;2017;-14.5;341.875;158.9672917;;;;;;
05.01.2017;0;0;4011.66;2660;6364;0;167.1522917;1;2017;-18.1;376;167.1522917;;;;;;
06.01.2017;0;0;4055.78;2680;6894;0;168.9908333;1;2017;-18.6;398.9166667;168.9908333;;;;;;
07.01.2017;0;0;3912.41;2608;7261;0;163.016875;1;2017;-18.4;411.2083333;163.016875;;;;;;
08.01.2017;0;0;3799.52;2574;7372;0;158.313125;1;2017;-9.4;414.4166667;158.313125;;;;;;
09.01.2017;0;0;3889.04;2319;7019;0;162.043125;1;2017;-1.1;389.0833333;162.043125;;;;;;
10.01.2017;0;0;3829.61;2280;6377;0;159.5670833;1;2017;0.8;360.7083333;159.5670833;;;;;;
11.01.2017;0;0;3550.42;2392;5927;0;147.9341667;1;2017;-4.3;346.625;147.9341667;;;;;;
12.01.2017;0;0;3888.75;2349;5821;0;162.0310417;1;2017;-3.7;340.4166667;162.0310417;;;;;;
13.01.2017;0;0;3818.93;2216;5887;0;159.1220833;1;2017;-2.2;337.625;159.1220833;;;;;;
14.01.2017;0;0;3729.33;2151;5883;0;155.38875;1;2017;0;334.75;155.38875;;;;;;
15.01.2017;0;0;3911.97;1980;6026;0;162.99875;1;2017;-0.9;333.5833333;162.99875;;;;;;
16.01.2017;0;0;3765.97;2385;5726;0;156.9152083;1;2017;-2.8;337.9583333;156.9152083;;;;;;
17.01.2017;0;0;3732.97;2553;5470;0;155.5402083;1;2017;-4;334.2916667;155.5402083;;;;;;
18.01.2017;0;0;3679.95;2448;5437;0;153.33125;1;2017;-1.9;328.5416667;153.33125;;;;;;
19.01.2017;0;0;3746.01;2357;4820;0;156.08375;1;2017;0.9;299.0416667;156.08375;;;;;;
20.01.2017;0;0;3648.74;2439;5007;0;152.0308333;1;2017;-0.5;310.25;152.0308333;;;;;;
21.01.2017;0;0;3748.22;2443;5436;0;156.1758333;1;2017;-3.5;328.2916667;156.1758333;;;;;;
22.01.2017;0;0;3602.97;2322;5703;0;150.12375;1;2017;-1.4;334.375;150.12375;;;;;;
23.01.2017;0;0;3687.12;2317;5328;0;153.6297917;1;2017;0.6;318.5416667;153.6297917;;;;;;
24.01.2017;0;0;3723.56;2423;5263;0;155.1483333;1;2017;-2.4;320.25;155.1483333;;;;;;
25.01.2017;0;0;3662.76;2557;5232;0;152.6147917;1;2017;-5.8;324.5416667;152.6147917;;;;;;
26.01.2017;0;0;3757.02;2268;5514;0;156.5422917;1;2017;-2.8;324.25;156.5422917;;;;;;
27.01.2017;0;0;3703.94;2351;5256;0;154.330625;1;2017;0.9;316.9583333;154.330625;;;;;;
28.01.2017;0;0;2074.91;1280;6128;0;86.454375;1;2017;-0.5;308.6666667;86.454375;;;;;;
29.01.2017;0;0;2048.46;1292;6379;0;85.3525;1;2017;-0.3;319.625;85.3525;;;;;;
30.01.2017;0;0;3331.21;1985;5356;0;138.8002083;1;2017;0.2;305.875;138.8002083;;;;;;
31.01.2017;0;0;3553.88;2354;4978;0;148.078125;1;2017;0.5;305.5;148.078125;;;;;;
01.02.2017;0;0;3689.86;2355;5010;0;153.7441667;2;2017;-1.8;306.875;153.7441667;;;;;;
02.02.2017;0;0;3502.94;2299;5149;0;145.9558333;2;2017;-2.9;310.3333333;145.9558333;;;;;;
03.02.2017;0;0;3916.04;2378;5277;0;163.168125;2;2017;-1.4;318.9583333;163.168125;;;;;;
04.02.2017;0;0;3809.94;2354;5443;0;158.7475;2;2017;-1;324.875;158.7475;;;;;;
05.02.2017;0;0;3590.46;2372;5645;0;149.6022917;2;2017;-3.1;334.0416667;149.6022917;;;;;;
06.02.2017;0;0;3900.81;2675;5860;0;162.5335417;2;2017;-10;355.625;162.5335417;;;;;;
07.02.2017;0;0;3841.13;2625;6407;0;160.0470833;2;2017;-15.3;376.3333333;160.0470833;;;;;;
08.02.2017;0;0;3891.63;2644;6547;0;162.1510417;2;2017;-9.3;382.9583333;162.1510417;;;;;;
09.02.2017;0;0;3957.35;2660;6331;0;164.8895833;2;2017;-9.4;374.625;164.8895833;;;;;;
10.02.2017;0;0;3774.91;2651;6401;0;157.2879167;2;2017;-6.5;377.1666667;157.2879167;;;;;;
11.02.2017;0;0;3619.43;2507;6424;0;150.809375;2;2017;-4.8;372.125;150.809375;;;;;;
12.02.2017;0;0;3341.49;2399;6614;0;139.2285417;2;2017;-5.6;375.5416667;139.2285417;;;;;;
13.02.2017;0;0;3944.45;2317;6182;0;164.3520833;2;2017;-0.6;354.125;164.3520833;;;;;;
14.02.2017;0;0;3822.83;2351;5592;0;159.284375;2;2017;3.1;330.9583333;159.284375;;;;;;
15.02.2017;0;0;3713.8;2511;5074;0;154.7416667;2;2017;-2.1;316.0416667;154.7416667;;;;;;
16.02.2017;0;0;3719.69;2481;5066;0;154.986875;2;2017;-1.5;314.4583333;154.986875;;;;;;
17.02.2017;0;0;3852.61;2184;5020;0;160.5252083;2;2017;-0.1;300.1666667;160.5252083;;;;;;
18.02.2017;0;0;3727.34;2201;4846;0;155.305625;2;2017;0.8;293.625;155.305625;;;;;;
19.02.2017;0;0;3503.9;2166;4896;0;145.9958333;2;2017;1.1;294.25;145.9958333;;;;;;
20.02.2017;0;0;3770.51;1943;5044;0;157.1045833;2;2017;1.5;291.125;157.1045833;;;;;;
21.02.2017;0;0;3586.31;2086;5080;0;149.429375;2;2017;-2.8;298.5833333;149.429375;;;;;;
22.02.2017;0;0;3818.5;2396;5182;0;159.1041667;2;2017;-5.3;315.75;159.1041667;;;;;;
23.02.2017;0;0;3766.84;1784;5718;0;156.9514583;2;2017;-3.2;312.5833333;156.9514583;;;;;;
24.02.2017;149.71;0;3854.6;2048;5457;6.237916667;160.6083333;2;2017;-3.1;312.7083333;166.84625;;;;;;
25.02.2017;0;0;3772.34;2276;5603;0;157.1808333;2;2017;-8;328.2916667;157.1808333;;;;;;
26.02.2017;0;0;3646.4;2148;5832;0;151.9333333;2;2017;-2.8;332.5;151.9333333;;;;;;
27.02.2017;36.96;0;3931.61;2204;5734;1.54;163.816875;2;2017;-3;330.75;165.356875;;;;;;
28.02.2017;0;0;3661.8;2376;5036;0;152.575;2;2017;0.1;308.8333333;152.575;;;;;;
01.03.2017;215.45;0;3829.48;2140;4670;8.976875;159.5614583;3;2017;5;283.75;168.5383333;;;;;;
02.03.2017;0;0;3815.82;2283;4186;0;158.9925;3;2017;3.4;269.5416667;158.9925;;;;;;
03.03.2017;0;0;4015.75;2268;4137;0;167.3229167;3;2017;1.8;266.875;167.3229167;;;;;;
04.03.2017;0;0;4006.35;2277;4183;0;166.9310417;3;2017;0.6;269.1666667;166.9310417;;;;;;
05.03.2017;0;0;3617.74;2440;4266;0;150.7391667;3;2017;-4.4;279.4166667;150.7391667;;;;;;
06.03.2017;0;0;4015.89;2560;4318;0;167.3285417;3;2017;-3.7;286.5833333;167.3285417;;;;;;
07.03.2017;0;0;3682.91;2537;4596;0;153.454375;3;2017;-3.3;297.2083333;153.454375;;;;;;
08.03.2017;0;0;3137.5;2342;4574;0;130.7291667;3;2017;2.2;288.1666667;130.7291667;;;;;;
09.03.2017;0;0;3782.84;2514;4079;0;157.6183333;3;2017;2.9;274.7083333;157.6183333;;;;;;
10.03.2017;0;0;3920.29;2417;4138;0;163.3452083;3;2017;1.5;273.125;163.3452083;;;;;;
11.03.2017;411.15;0;3872.92;2503;4014;17.13125;161.3714583;3;2017;1.2;271.5416667;178.5027083;;;;;;
12.03.2017;0;0;3758.35;2489;3985;0;156.5979167;3;2017;0;269.75;156.5979167;;;;;;
13.03.2017;0;0;3808.59;2553;4020;0;158.69125;3;2017;-0.4;273.875;158.69125;;;;;;
14.03.2017;95.04;0;3577.17;2504;3260;3.96;149.04875;3;2017;1.5;240.1666667;153.00875;;;;;;
15.03.2017;0;0;3881.68;2267;3897;0;161.7366667;3;2017;3.2;256.8333333;161.7366667;;;;;;
16.03.2017;0;0;3845.61;2321;3806;0;160.23375;3;2017;2.7;255.2916667;160.23375;;;;;;
17.03.2017;0;0;3887.37;2391;3705;0;161.97375;3;2017;1.9;254;161.97375;;;;;;
18.03.2017;155.43;0;3840.43;2166;3964;6.47625;160.0177083;3;2017;2.9;255.4166667;166.4939583;;;;;;
19.03.2017;0;0;3776.39;2189;3945;0;157.349375;3;2017;3;255.5833333;157.349375;;;;;;
20.03.2017;0;0;3853.87;2318;3774;0;160.5777083;3;2017;3;253.8333333;160.5777083;;;;;;
21.03.2017;0;0;3859.07;2340;3654;0;160.794375;3;2017;4.6;249.75;160.794375;;;;;;
22.03.2017;152.9;0;3770.72;2411;3457;6.370833333;157.113125;3;2017;4.4;244.5;163.4839583;;;;;;
23.03.2017;0;0;3732.01;2448;3309;0;155.5002083;3;2017;3.2;239.875;155.5002083;;;;;;
24.03.2017;0;0;3905.02;2517;3375;0;162.7089583;3;2017;0.6;245.5;162.7089583;;;;;;
25.03.2017;116.82;0;3678.97;2431;3295;4.8675;153.2904167;3;2017;-0.2;238.5833333;158.1579167;;;;;;
26.03.2017;0;0;3223.28;2310;3356;0;134.303125;3;2017;1.7;236.0833333;134.303125;;;;;;
27.03.2017;0;0;3781.52;2372;3552;0;157.563125;3;2017;2.6;246.8333333;157.563125;;;;;;
28.03.2017;0;0;3722.23;2414;3768;0;155.0927083;3;2017;0.9;257.5833333;155.0927083;;;;;;
29.03.2017;0;0;3224.52;2142;4092;0;134.355;3;2017;-1.4;259.75;134.355;;;;;;
30.03.2017;94.38;0;2472.06;1485;4770;3.9325;103.0022917;3;2017;-1.7;260.625;106.9347917;;;;;;
31.03.2017;0;0;3496.06;2429;3710;0;145.6691667;3;2017;1.4;255.7916667;145.6691667;;;;;;
01.04.2017;0;0;3793.42;2441;3076;0;158.0591667;4;2017;2;229.875;158.0591667;;;;;;
02.04.2017;0;0;3963.2;2328;2605;0;165.1333333;4;2017;3.5;205.5416667;165.1333333;;;;;;
03.04.2017;0;0;4000.62;2524;1424;0;166.6925;4;2017;2.1;164.5;166.6925;;;;;;
04.04.2017;1893.68;873;3384.38;1938;0;78.90333333;141.0158333;4;2017;4.3;117.125;219.9191667;;;;;;
05.04.2017;3864.37;1974;0;0;0;161.0152083;0;4;2017;7.4;82.25;161.0152083;;;;;;
06.04.2017;3983.35;1643;0;0;0;165.9727083;0;4;2017;3.5;68.45833333;165.9727083;;;;;;
07.04.2017;3726.68;2518;0;0;0;155.2783333;0;4;2017;3.2;104.9166667;155.2783333;;;;;;
08.04.2017;4010.06;2475;0;0;0;167.0858333;0;4;2017;2.7;103.125;167.0858333;;;;;;
09.04.2017;4002.18;2463;0;0;0;166.7575;0;4;2017;4.4;102.625;166.7575;;;;;;
10.04.2017;4026.4;2043;0;0;0;167.7666667;0;4;2017;9.8;85.125;167.7666667;;;;;;
11.04.2017;3945.84;2068;0;0;0;164.4097917;0;4;2017;7.7;86.16666667;164.4097917;;;;;;
12.04.2017;3798.61;2034;0;0;0;158.2754167;0;4;2017;1.2;84.75;158.2754167;;;;;;
13.04.2017;4068.06;2214;0;0;0;169.5025;0;4;2017;0;92.25;169.5025;;;;;;
14.04.2017;3777.16;2184;0;0;0;157.3814583;0;4;2017;-2.6;91;157.3814583;;;;;;
15.04.2017;4057.28;2532;0;0;0;169.0533333;0;4;2017;-1.7;105.5;169.0533333;;;;;;
16.04.2017;3697.23;2481;0;0;0;154.0510417;0;4;2017;-2.8;103.375;154.0510417;;;;;;
17.04.2017;3827.86;2443;0;0;0;159.4939583;0;4;2017;-0.8;101.7916667;159.4939583;;;;;;
18.04.2017;3721.76;2636;0;0;0;155.0733333;0;4;2017;-0.2;109.8333333;155.0733333;;;;;;
19.04.2017;3933.31;2646;0;0;0;163.8877083;0;4;2017;0.3;110.25;163.8877083;;;;;;
20.04.2017;3782.8;2450;0;0;0;157.6166667;0;4;2017;2.3;102.0833333;157.6166667;;;;;;
21.04.2017;3801.64;2242;0;0;0;158.4016667;0;4;2017;2.3;93.41666667;158.4016667;;;;;;
22.04.2017;3680.14;2039;0;0;0;153.3389583;0;4;2017;1.8;84.95833333;153.3389583;;;;;;
23.04.2017;3747.5;2218;0;0;0;156.1458333;0;4;2017;2.2;92.41666667;156.1458333;;;;;;
24.04.2017;3911.8;2405;0;0;0;162.9914583;0;4;2017;3.2;100.2083333;162.9914583;;;;;;
25.04.2017;3969.08;2340;0;0;0;165.3783333;0;4;2017;4;97.5;165.3783333;;;;;;
26.04.2017;3839.79;2236;0;0;0;159.99125;0;4;2017;4.9;93.16666667;159.99125;;;;;;
27.04.2017;3918.51;2437;0;0;0;163.27125;0;4;2017;4.6;101.5416667;163.27125;;;;;;
28.04.2017;3823.15;2603;0;0;0;159.2977083;0;4;2017;6.1;108.4583333;159.2977083;;;;;;
29.04.2017;3908.53;2613;0;0;0;162.8552083;0;4;2017;3.7;108.875;162.8552083;;;;;;
30.04.2017;3521.78;2548;0;0;0;146.7408333;0;4;2017;6.3;106.1666667;146.7408333;;;;;;
01.05.2017;3385.43;2538;0;0;0;141.0595833;0;5;2017;6.1;105.75;141.0595833;;;;;;
02.05.2017;3580.67;2552;0;0;0;149.194375;0;5;2017;7.2;106.3333333;149.194375;;;;;;
03.05.2017;3734.65;2663;0;0;0;155.6104167;0;5;2017;7.6;110.9583333;155.6104167;;;;;;
04.05.2017;3584.65;2633;0;0;0;149.3602083;0;5;2017;7.1;109.7083333;149.3602083;;;;;;
05.05.2017;3568.63;2243;0;0;358;148.6929167;0;5;2017;8.1;108.375;148.6929167;;;;;;
06.05.2017;3702.17;2317;0;0;752;154.256875;0;5;2017;7.9;127.875;154.256875;;;;;;
07.05.2017;3618.47;2428;0;0;754;150.769375;0;5;2017;4.6;132.5833333;150.769375;;;;;;
08.05.2017;3666.61;2250;0;0;808;152.7752083;0;5;2017;3.4;127.4166667;152.7752083;;;;;;
09.05.2017;3745.19;2302;0;0;809;156.049375;0;5;2017;2.7;129.625;156.049375;;;;;;
10.05.2017;3789.79;2173;0;0;753;157.9079167;0;5;2017;2.4;121.9166667;157.9079167;;;;;;
11.05.2017;3676.35;2226;0;0;730;153.18125;0;5;2017;3.2;123.1666667;153.18125;;;;;;
12.05.2017;3888.41;2429;0;0;776;162.016875;0;5;2017;3.9;133.5416667;162.016875;;;;;;
13.05.2017;3894.53;2694;0;0;988;162.271875;0;5;2017;6.6;153.4166667;162.271875;;;;;;
14.05.2017;3791.6;2492;0;0;1114;157.9833333;0;5;2017;10.3;150.25;157.9833333;;;;;;
15.05.2017;3940.43;2474;0;0;607;164.184375;0;5;2017;9.8;128.375;164.184375;;;;;;
16.05.2017;3938.03;1148;0;0;0;164.0845833;0;5;2017;7.5;47.83333333;164.0845833;;;;;;
17.05.2017;3594.7;0;0;0;0;149.7789583;0;5;2017;10.4;0;149.7789583;;;;;;
18.05.2017;3555.65;0;0;0;0;148.1520833;0;5;2017;15.3;0;148.1520833;;;;;;
19.05.2017;2932.62;0;0;0;0;122.1922917;0;5;2017;16.3;0;122.1922917;;;;;;
20.05.2017;73.08;0;0;0;0;3.044791667;0;5;2017;14.6;0;3.044791667;;;;;;
21.05.2017;1668.31;0;0;0;0;69.51291667;0;5;2017;12.2;0;69.51291667;;;;;;
22.05.2017;3351.67;0;0;0;0;139.6529167;0;5;2017;13.5;0;139.6529167;;;;;;
23.05.2017;3520.38;0;0;0;0;146.6825;0;5;2017;13.8;0;146.6825;;;;;;
24.05.2017;3677.94;0;0;0;0;153.2472917;0;5;2017;13.9;0;153.2472917;;;;;;
25.05.2017;3471.42;182;0;0;772;144.6422917;0;5;2017;13.5;39.75;144.6422917;;;;;;
26.05.2017;3539.75;888;0;0;160;147.4895833;0;5;2017;13.2;43.66666667;147.4895833;;;;;;
27.05.2017;3692.6;703;0;0;211;153.858125;0;5;2017;9.5;38.08333333;153.858125;;;;;;
28.05.2017;3635.25;547;0;0;331;151.4685417;0;5;2017;12.1;36.58333333;151.4685417;;;;;;
29.05.2017;3685.81;597;0;0;362;153.5754167;0;5;2017;13.8;39.95833333;153.5754167;;;;;;
30.05.2017;3631.38;603;0;0;396;151.3075;0;5;2017;10.9;41.625;151.3075;;;;;;
31.05.2017;3756.65;600;0;0;420;156.5270833;0;5;2017;10.2;42.5;156.5270833;;;;;;
01.06.2017;3787.27;595;0;0;419;157.8027083;0;6;2017;8.8;42.25;157.8027083;;;;;;
02.06.2017;3571.76;451;0;0;348;148.8233333;0;6;2017;5.1;33.29166667;148.8233333;;;;;;
03.06.2017;4012.18;680;0;0;302;167.1741667;0;6;2017;6.2;40.91666667;167.1741667;;;;;;
04.06.2017;3718.54;750;0;0;384;154.9389583;0;6;2017;8.7;47.25;154.9389583;;;;;;
05.06.2017;3732.39;795;0;0;729;155.51625;0;6;2017;10.6;63.5;155.51625;;;;;;
06.06.2017;3862.6;933;0;0;422;160.9414583;0;6;2017;13.9;56.45833333;160.9414583;;;;;;
07.06.2017;3645.19;780;0;0;303;151.8827083;0;6;2017;16.4;45.125;151.8827083;;;;;;
08.06.2017;3675.47;686;0;0;231;153.144375;0;6;2017;16.7;38.20833333;153.144375;;;;;;
09.06.2017;3700.75;347;0;0;225;154.1979167;0;6;2017;13.7;23.83333333;154.1979167;;;;;;
10.06.2017;3644.38;338;0;0;376;151.8491667;0;6;2017;14.3;29.75;151.8491667;;;;;;
11.06.2017;3016.59;532;0;0;79;125.6910417;0;6;2017;15.6;25.45833333;125.6910417;;;;;;
12.06.2017;3575.84;433;0;0;190;148.993125;0;6;2017;15.1;25.95833333;148.993125;;;;;;
13.06.2017;3667.22;426;0;0;304;152.800625;0;6;2017;14.7;30.41666667;152.800625;;;;;;
14.06.2017;3427.43;511;0;0;231;142.809375;0;6;2017;11.7;30.91666667;142.809375;;;;;;
15.06.2017;3628.37;644;0;0;324;151.181875;0;6;2017;13.6;40.33333333;151.181875;;;;;;
16.06.2017;3946.52;813;0;0;451;164.438125;0;6;2017;16.2;52.66666667;164.438125;;;;;;
17.06.2017;3711.42;830;0;0;370;154.6422917;0;6;2017;17.5;50;154.6422917;;;;;;
18.06.2017;3664.44;799;0;0;448;152.6847917;0;6;2017;17.1;51.95833333;152.6847917;;;;;;
19.06.2017;3799.78;714;84.92;0;798;158.3239583;3.538333333;6;2017;16.4;63;161.8622917;;;;;;
20.06.2017;3749.1;915;0;0;422;156.2125;0;6;2017;14.3;55.70833333;156.2125;;;;;;
21.06.2017;3826.96;719;0;0;383;159.4564583;0;6;2017;11;45.91666667;159.4564583;;;;;;
22.06.2017;3705.89;1009;0;0;540;154.411875;0;6;2017;12.5;64.54166667;154.411875;;;;;;
23.06.2017;3864.99;1114;0;0;505;161.0410417;0;6;2017;13.3;67.45833333;161.0410417;;;;;;
24.06.2017;3842.13;835;71.28;0;379;160.0885417;2.97;6;2017;14.2;50.58333333;163.0585417;;;;;;
25.06.2017;3604.92;891;0;0;388;150.2047917;0;6;2017;15.4;53.29166667;150.2047917;;;;;;
26.06.2017;3744.26;857;0;0;469;156.0108333;0;6;2017;13.9;55.25;156.0108333;;;;;;
27.06.2017;3753.47;516;0;0;645;156.3945833;0;6;2017;13.4;48.375;156.3945833;;;;;;
28.06.2017;3688.48;780;50.6;0;348;153.6864583;2.108333333;6;2017;14.8;47;155.7947917;;;;;;
29.06.2017;3670.39;828;0;0;721;152.9329167;0;6;2017;17;64.54166667;152.9329167;;;;;;
30.06.2017;3714.84;1106;0;0;514;154.785;0;6;2017;15.4;67.5;154.785;;;;;;
01.07.2017;3767.5;1085;0;0;745;156.9789583;0;7;2017;13.1;76.25;156.9789583;;;;;;
02.07.2017;3607.5;1018;0;0;569;150.3122917;0;7;2017;17.2;66.125;150.3122917;;;;;;
03.07.2017;3627.59;600;0;0;604;151.149375;0;7;2017;18.3;50.16666667;151.149375;;;;;;
04.07.2017;3636.86;720;0;0;472;151.5358333;0;7;2017;16.1;49.66666667;151.5358333;;;;;;
05.07.2017;3278.63;775;48.73;0;517;136.6095833;2.030416667;7;2017;14.6;53.83333333;138.64;;;;;;
06.07.2017;3295.52;930;64.24;0;403;137.313125;2.676666667;7;2017;13;55.54166667;139.9897917;;;;;;
07.07.2017;3701.96;900;0;0;415;154.2483333;0;7;2017;12.5;54.79166667;154.2483333;;;;;;
08.07.2017;3690.86;808;0;0;400;153.7858333;0;7;2017;13.4;50.33333333;153.7858333;;;;;;
09.07.2017;3582.45;781;0;0;439;149.2685417;0;7;2017;15.1;50.83333333;149.2685417;;;;;;
10.07.2017;3417.78;836;0;0;477;142.4072917;0;7;2017;18.5;54.70833333;142.4072917;;;;;;
11.07.2017;3536.03;690;0;0;536;147.334375;0;7;2017;20.2;51.08333333;147.334375;;;;;;
12.07.2017;3489.04;861;0;0;495;145.3764583;0;7;2017;19.1;56.5;145.3764583;;;;;;
13.07.2017;3606.53;665;0;0;763;150.271875;0;7;2017;19.3;59.5;150.271875;;;;;;
14.07.2017;3598.61;823;0;0;531;149.941875;0;7;2017;16;56.41666667;149.941875;;;;;;
15.07.2017;3660.29;900;0;0;449;152.511875;0;7;2017;15.7;56.20833333;152.511875;;;;;;
16.07.2017;3656.08;564;0;0;676;152.3364583;0;7;2017;15.9;51.66666667;152.3364583;;;;;;
17.07.2017;3660.57;452;0;0;1089;152.5235417;0;7;2017;16.3;64.20833333;152.5235417;;;;;;
18.07.2017;3548.01;357;0;0;1088;147.8335417;0;7;2017;15.3;60.20833333;147.8335417;;;;;;
19.07.2017;3321.16;296;230.23;0;1081;138.3816667;9.592916667;7;2017;15.2;57.375;147.9745833;;;;;;
20.07.2017;3589.94;427;0;0;1084;149.5808333;0;7;2017;15;62.95833333;149.5808333;;;;;;
21.07.2017;3698.55;305;0;0;916;154.10625;0;7;2017;16.2;50.875;154.10625;;;;;;
22.07.2017;1972.07;485;213.95;0;486;82.16958333;8.914583333;7;2017;15.2;40.45833333;91.08416667;;;;;;
23.07.2017;1946.27;656;87.67;0;393;81.09458333;3.652916667;7;2017;16.1;43.70833333;84.7475;;;;;;
24.07.2017;2820.72;0;289.8;0;113;117.5297917;12.075;7;2017;15.4;4.708333333;129.6047917;;;;;;
25.07.2017;3557.72;0;0;0;0;148.2383333;0;7;2017;15.9;0;148.2383333;;;;;;
26.07.2017;3158.66;0;786.52;0;0;131.610625;32.77145833;7;2017;17.5;0;164.3820833;;;;;;
27.07.2017;2943.78;0;1841.81;0;436;122.6572917;76.74208333;7;2017;18.3;18.16666667;199.399375;;;;;;
28.07.2017;2960.43;0;2862.78;0;735;123.3510417;119.2822917;7;2017;20.5;30.625;242.6333333;;;;;;
29.07.2017;2935.47;232;2879.53;64;341;122.31125;119.9802083;7;2017;19.2;26.54166667;242.2914583;;;;;;
30.07.2017;3667.09;305;147.04;0;529;152.7952083;6.126458333;7;2017;18.2;34.75;158.9216667;;;;;;
31.07.2017;3706.08;360;0;0;300;154.4197917;0;7;2017;19.3;27.5;154.4197917;;;;;;
01.08.2017;3985.38;363;0;0;551;166.0572917;0;8;2017;19.9;38.08333333;166.0572917;;;;;;
02.08.2017;3821.92;370;0;0;729;159.2466667;0;8;2017;18.3;45.79166667;159.2466667;;;;;;
03.08.2017;3765.53;337;0;0;413;156.8970833;0;8;2017;18.7;31.25;156.8970833;;;;;;
04.08.2017;3884.56;506;0;0;601;161.8566667;0;8;2017;16.8;46.125;161.8566667;;;;;;
05.08.2017;3842.87;329;50.05;0;454;160.1195833;2.085416667;8;2017;17.3;32.625;162.205;;;;;;
06.08.2017;3791.41;401;0;0;291;157.9752083;0;8;2017;17.1;28.83333333;157.9752083;;;;;;
07.08.2017;3793.55;397;1181.36;0;1058;158.064375;49.22333333;8;2017;16.5;60.625;207.2877083;;;;;;
08.08.2017;3563.65;227;3041.75;902;574;148.4854167;126.7395833;8;2017;16.9;70.95833333;275.225;;;;;;
09.08.2017;3509.92;1066;46.08;0;1060;146.2466667;1.92;8;2017;19.2;88.58333333;148.1666667;;;;;;
10.08.2017;3333.43;778;0;0;503;138.8929167;0;8;2017;20.4;53.375;138.8929167;;;;;;
11.08.2017;3644.34;100;0;0;0;151.8475;0;8;2017;18.9;4.166666667;151.8475;;;;;;
12.08.2017;3654.24;135;144.98;0;0;152.26;6.040833333;8;2017;20.8;5.625;158.3008333;;;;;;
13.08.2017;3597.32;115;0;0;0;149.888125;0;8;2017;20.5;4.791666667;149.888125;;;;;;
14.08.2017;3721.9;181;0;0;0;155.0789583;0;8;2017;17.7;7.541666667;155.0789583;;;;;;
15.08.2017;3765.58;240;0;0;0;156.8989583;0;8;2017;17.9;10;156.8989583;;;;;;
16.08.2017;3766.96;125;0;0;0;156.9566667;0;8;2017;18.3;5.208333333;156.9566667;;;;;;
17.08.2017;3722.02;109;0;0;0;155.0841667;0;8;2017;20.7;4.541666667;155.0841667;;;;;;
18.08.2017;3670.1;115;0;0;0;152.9208333;0;8;2017;20.4;4.791666667;152.9208333;;;;;;
19.08.2017;3510.95;114;823.1;0;0;146.2895833;34.29583333;8;2017;22.1;4.75;180.5854167;;;;;;
20.08.2017;3837.08;96;114.51;0;0;159.8783333;4.77125;8;2017;19.2;4;164.6495833;;;;;;
21.08.2017;3530.76;36;2701.67;0;0;147.1147917;112.569375;8;2017;16.3;1.5;259.6841667;;;;;;
22.08.2017;0;0;3728.42;31;0;0;155.3508333;8;2017;15.7;1.291666667;155.3508333;;;;;;
23.08.2017;0;0;3940.3;29;0;0;164.1791667;8;2017;15.8;1.208333333;164.1791667;;;;;;
24.08.2017;0;0;3836.53;35;0;0;159.8554167;8;2017;15.5;1.458333333;159.8554167;;;;;;
25.08.2017;0;0;3947.04;35;0;0;164.4597917;8;2017;13.8;1.458333333;164.4597917;;;;;;
26.08.2017;0;0;4280.75;228;66;0;178.3645833;8;2017;13.1;12.25;178.3645833;;;;;;
27.08.2017;0;0;4339.25;384;348;0;180.801875;8;2017;11.9;30.5;180.801875;;;;;;
28.08.2017;0;0;3845.44;275;434;0;160.2264583;8;2017;11.2;29.54166667;160.2264583;;;;;;
29.08.2017;0;0;4109.99;357;511;0;171.2495833;8;2017;13.8;36.16666667;171.2495833;;;;;;
30.08.2017;0;0;3779.25;0;0;0;157.46875;8;2017;16.6;0;157.46875;;;;;;
31.08.2017;0;0;3755.06;0;0;0;156.460625;8;2017;19.5;0;156.460625;;;;;;
01.09.2017;0;0;3748.91;0;0;0;156.2045833;9;2017;16.8;0;156.2045833;;;;;;
02.09.2017;0;0;40.65;0;322;0;1.693541667;9;2017;13.3;13.41666667;1.693541667;;;;;;
03.09.2017;0;0;0;0;803;0;0;9;2017;13;33.45833333;0;;;;;;
04.09.2017;0;0;2715.19;0;781;0;113.1327083;9;2017;12;32.54166667;113.1327083;;;;;;
05.09.2017;0;0;3804.24;0;1156;0;158.51;9;2017;11.6;48.16666667;158.51;;;;;;
06.09.2017;53.68;0;3759.12;0;599;2.236666667;156.6297917;9;2017;11;24.95833333;158.8664583;;;;;;
07.09.2017;153.01;0;3722.01;0;638;6.375416667;155.08375;9;2017;11.1;26.58333333;161.4591667;;;;;;
08.09.2017;80.08;0;3753.01;0;633;3.336666667;156.3752083;9;2017;12.3;26.375;159.711875;;;;;;
